Score,Armor Class,Armor Name,Weapon Name,Build Name,Subclass Type,Super,Class Ability,Jump,Melee,Grenade,Aspects,Fragment Slots,Fragments,Description
9,Titan,"Citan's Ramparts","Wolfsbane","The Prismatic Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Wolfsbane by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Traveler's Chosen","The Prismatic Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Traveler's Chosen by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Worldline Zero","The Lightweaver's Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Worldline Zero by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Alethonym","The Twilight Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Alethonym by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Bad Juju","The Darkweaver's Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Bad Juju by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Sturm","The Prisma Convergence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Sturm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Sunshot","The Prismatic Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Sunshot by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Wish-Keeper","The Darkweaver's Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Wish-Keeper by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Third Iteration","The Prismatic Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Third Iteration by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Winterbite","The Transcendent Duality","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Winterbite by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Tessellation","The Convergence Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Tessellation by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Heartshadow","The Lightweaver's Unity","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Heartshadow by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Lodestar","The Darkweaver's Duality","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Lodestar by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Hierarchy of Needs","The Twilight Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Hierarchy of Needs by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Titan,"Citan's Ramparts","Microcosm","The Prismatic Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Citan's Ramparts synergizes with Microcosm by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Energy"
9,Hunter,"The Bombardiers","Malfeasance","The Darkweaver's Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Malfeasance by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Slow"
9,Hunter,"The Bombardiers","Ace of Spades","The Darkweaver's Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Ace of Spades by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Solar"
9,Hunter,"The Bombardiers","Wish-Ender","The Twilight Unity","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Wish-Ender by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Slow"
9,Hunter,"The Bombardiers","Ergo Sum","The Darkweaver's Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Ergo Sum by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"The Bombardiers","Touch of Malice","The Twilight Harmony","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Touch of Malice by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Blind"
9,Hunter,"The Bombardiers","Traveler's Chosen","The Prismatic Balance","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Traveler's Chosen by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"The Bombardiers","Bastion","The Lightweaver's Duality","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Bastion by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Slow"
9,Hunter,"The Bombardiers","Tessellation","The Prisma Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Tessellation by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Energy"
9,Hunter,"The Bombardiers","Khvostov 7G-0X","The Lightweaver's Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","The Bombardiers synergizes with Khvostov 7G-0X by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Sever"
